state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Sowth Bengal,Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,05h 00m,21:40,3.8,524,12
Sowth Bengal,Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:45,05h 00m,21:45,4.2,524,22
Sowth Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:50,12h 55m,08:45,4.8,3300,2
Sowth Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Raipur Cruiser,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,12h 40m,06:40,4.6,3360,2
Sowth Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,12h 50m,08:05,4.6,2800,4
Sowth Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:45,12h 55m,09:40,4.7,3500,8
Sowth Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,13h 00m,07:30,4.5,2700,1
Jammu Kashmir,Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jamna Travels-Jammu,Non AC Seater (2+2),21:30,10h 30m,08:00,2.6,899,2
Jammu Kashmir,Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,New Pal Travels,NON A/C Seater / Sleeper (2+2),21:30,10h 00m,07:30,1.5,699,35
Jammu Kashmir,Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),17:15,10h 00m,03:15,1.6,699,40
Jammu Kashmir,Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),16:30,10h 00m,02:30,1.6,799,40
Jammu Kashmir,Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Zingbus Plus,A/C Sleeper (2+1),21:35,19h 50m,17:25,4.1,2447,7
Jammu Kashmir,Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,19h 20m,15:20,4.2,2550,11
Jammu Kashmir,Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Big Bus,A/C Seater / Sleeper (2+2),21:15,18h 15m,15:30,3.2,2599,14
Jammu Kashmir,Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Diva Bus,AC Sleeper (2+1),18:00,17h 00m,11:00,2.5,2199,12
Jammu Kashmir,Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Lavish Travels,A/C Seater / Sleeper (2+2),20:30,18h 15m,14:45,2.9,2775,48
Jammu Kashmir,Srinagar to Jammu (j and k),https://www.redbus.in/bus-tickets/srinagar-to-jammu,Jamna Travels-Jammu,Non AC Seater (2+2),19:00,11h 45m,06:45,2.3,674,14
Jammu Kashmir,Srinagar to Jammu (j and k),https://www.redbus.in/bus-tickets/srinagar-to-jammu,New Pal Travels,NON A/C Seater / Sleeper (2+2),20:00,10h 00m,06:00,2.1,499,35
Jammu Kashmir,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Ram Dalal Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,12h 45m,10:15,4.9,1300,13
Jammu Kashmir,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:00,13h 00m,09:00,4.7,549,13
Jammu Kashmir,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Zingbus Plus,A/C Sleeper (2+1),21:35,11h 55m,09:30,4.7,1040,7
Jammu Kashmir,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,JKRTC - 178968,NON A/C Seater (2+3),20:30,12h 00m,08:30,3.5,811,38
Jammu Kashmir,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Ram Dalal Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:10,11h 50m,09:00,4.8,3070,5
Jammu Kashmir,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,11h 45m,08:15,4.6,1190,5
Jammu Kashmir,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,11h 45m,08:00,4.6,3937,1
Jammu Kashmir,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:15,11h 45m,09:00,4.6,2000,3
Jammu Kashmir,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,06h 55m,06:00,4.6,566,11
Jammu Kashmir,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 10m,06:45,4.4,655,6
Jammu Kashmir,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,07h 10m,07:00,4.3,729,12
Jammu Kashmir,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,AdRadhe Travels,Bharat Benz A/C Sleeper (2+1),21:20,07h 25m,04:45,4.2,449,6
Jammu Kashmir,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07h 10m,06:00,4.2,992,3
Jammu Kashmir,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Bhawani Travels,Bharat Benz A/C Seater (2+2),16:30,04h 35m,21:05,3.8,400,1
Jammu Kashmir,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:45,04h 30m,21:15,3.7,450,12
Jammu Kashmir,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:15,04h 45m,22:00,3.7,495,5
Jammu Kashmir,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,AdBhawani Travels,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,3.4,350,13
Jammu Kashmir,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Bhawani Travels,Bharat Benz A/C Seater (2+2),18:30,04h 45m,23:15,3.6,400,1
Jammu Kashmir,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu,Bhawani Travels,Bharat Benz A/C Seater (2+2),18:30,05h 00m,23:30,3.0,400,23
Jammu Kashmir,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu,Bhawani Travels,A/C Seater / Sleeper (2+2),22:15,04h 45m,03:00,3.7,380.95,2
Jammu Kashmir,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu,Jaspal Travels,A/C Seater / Sleeper (2+2),22:30,05h 30m,04:00,3.9,411,2
Jammu Kashmir,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),22:30,06h 00m,04:30,3.5,400,15
Jammu Kashmir,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu,Jamna Travels-Jammu,A/C Seater / Sleeper (2+2),22:30,05h 00m,03:30,3.2,360,6
Jammu Kashmir,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,07h 30m,04:20,4.5,990,7
Jammu Kashmir,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,07h 25m,03:40,4.6,3543,1
Jammu Kashmir,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,07h 15m,03:45,4.5,1071,6
Jammu Kashmir,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,AdMoon Light Travels Katra,A/C Seater / Sleeper (2+2),22:30,06h 10m,04:40,3.5,854,16
Jammu Kashmir,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:15,07h 30m,04:45,4.4,1800,3
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,RSRTC - 195742,A/C Seater / Sleeper (2+1),17:30,06h 29m,23:59,3.0,694,21
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,RSRTC - 195626,Deluxe AC Seater 2+2,18:30,06h 00m,00:30,2.6,639,30
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,RSRTC - 169145,A/C Seater / Sleeper (2+1),20:15,05h 30m,01:45,3.6,694,16
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,21:30,05h 30m,03:00,3.7,790,35
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,RSRTC - 191024,NON AC Seater / Sleeper 2+1,21:55,06h 00m,03:55,2.9,371,27
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,Goldline Super Deluxe,Volvo 9600 Multi-Axle A/C Sleeper (2+1),00:20,05h 10m,05:30,4.6,400,14
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,Goldline Super Deluxe,A/C Seater / Sleeper (2+1),22:50,06h 10m,05:00,4.6,350,9
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),19:45,06h 30m,02:15,4.6,475,20
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,Goldline Super Deluxe,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:55,05h 35m,03:30,4.5,400,20
Jammu Kashmir,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi,Shakti Travels,A/C Seater / Sleeper (2+1),23:45,06h 00m,05:45,4.4,325,20
Jammu Kashmir,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:15,12h 30m,06:45,4.7,655,6
Jammu Kashmir,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:30,12h 30m,06:00,4.4,992,2
Jammu Kashmir,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,Shri Krishna Travels ( Jai Shree Ganesh Yatra Co.),VE A/C Seater / Sleeper (2+1),18:20,12h 40m,07:00,3.9,1099,8
Jammu Kashmir,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,City Land Travels,A/C Seater / Sleeper (2+1),19:00,12h 00m,07:00,3.4,810,14
Jammu Kashmir,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,Shri Krishna Travels ( Jai Shree Ganesh Yatra Co.),A/C Sleeper (2+2),20:15,12h 15m,08:30,4.5,1299,6
Jammu Kashmir,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,JKRTC - 178990,NON A/C Seater (2+3),17:30,12h 00m,05:30,2.4,828,31
Jammu Kashmir,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,12h 40m,09:30,4.4,990,7
Jammu Kashmir,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:45,12h 15m,06:00,4.4,1170,1
Jammu Kashmir,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,City Land Travels,A/C Seater/Sleeper (2+1),20:30,12h 30m,09:00,3.8,990,11
Jammu Kashmir,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Shri Krishna Travels ( Jai Shree Ganesh Yatra Co.),VE A/C Seater / Sleeper (2+1),20:00,12h 55m,08:55,3.2,1399,1
Jammu Kashmir,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),17:50,01h 40m,19:30,4.4,730,18
Jammu Kashmir,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,FlixBus,Bharat Benz A/C Sleeper (2+1),18:30,01h 30m,20:00,4.5,659.82,6
Jammu Kashmir,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),18:40,01h 40m,20:20,4.4,640,13
Jammu Kashmir,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:45,01h 20m,20:05,5.0,96,33
Jammu Kashmir,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Ram Dalal Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,01h 40m,21:10,4.4,640,15
Jammu Kashmir,Jaipur (Rajasthan) to Jammu (j and k),https://www.redbus.in/bus-tickets/jaipur-to-jammu,JKRTC - 178950,NON A/C Seater (2+3),17:18,20h 12m,13:30,3.5,1089,41
Jammu Kashmir,Jaipur (Rajasthan) to Jammu (j and k),https://www.redbus.in/bus-tickets/jaipur-to-jammu,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,14h 30m,10:00,4.5,1199,27
Jammu Kashmir,Jaipur (Rajasthan) to Jammu (j and k),https://www.redbus.in/bus-tickets/jaipur-to-jammu,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,14h 10m,07:10,4.5,1214,3
Jammu Kashmir,Jaipur (Rajasthan) to Jammu (j and k),https://www.redbus.in/bus-tickets/jaipur-to-jammu,Ram Dalal Holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:50,14h 50m,07:40,4.7,1299,6
Jammu Kashmir,Jaipur (Rajasthan) to Jammu (j and k),https://www.redbus.in/bus-tickets/jaipur-to-jammu,Neeraj travels,Bharat Benz A/C Seater /Sleeper (2+1),16:30,16h 40m,09:10,4.2,1000,11
